,Unnamed: 0,Agency,Organization,Account Type,Character Code,Object,2015,2016 adjusted,2017 adjusted,2018 adjusted
1382,1382,62 -  COMMUNITY DEVELOPMENT,62550 - CD DIVISION 26 PRGM ADMIN,Expense,54 - PURCHASED SERVICES,54633 - DELIVERY FREIGHT CHARGES,0.0,35.86936806849057,98.91035804075285,35.69639113018365
1383,1383,30 -  FIRE,30111 - FIRE LAKE RESCUE,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,0.0,36.275399015704295,3.2291322772128126,0.0
1384,1384,30 -  FIRE,30113 - FIRE HEAVY URBAN RESCUE TEAM,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,0.0,36.275399015704295,3.2291322772128126,0.0
1385,1385,45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,0.0,36.42394692322152,18.860847685221984,1258.9620711739128
1386,1386,30 -  FIRE,30122 - FIRE COMMUNITY PARAMEDICINE,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,0.0,37.22610562381449,1036.9102534605588,989.0878982320739
1387,1387,50 -  LIBRARY,50100 - LIB PUBLIC SERVICE,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,0.0,37.572717408021326,0.0,0.0
1388,1388,11 -  ATTORNEY,11200 - ATTY LEGISLATIVE SERVICES,Expense,53 - SUPPLIES,53150 - POSTAGE,0.0,38.444198465455656,0.0,0.0
1389,1389,30 -  FIRE,30130 - FIRE APPLICANT RECRUITMENT,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,0.0,39.46422743040722,27.14216589765364,60.064497075212316
1390,1390,44 -  STREETS,44401 - ST STREET SWEEPING ADMIN,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,0.0,39.612775337924425,0.0,0.0
1391,1391,45 -  TRAFFIC ENGINEERING,45104 - TE SIGNING INSTALL OR REMOVE,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,0.0,39.612775337924425,0.0,0.0
1392,1392,45 -  TRAFFIC ENGINEERING,45204 - TE STLIGHT INSTALL OR REMOVE,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,0.0,39.612775337924425,0.0,0.0
1393,1393,45 -  TRAFFIC ENGINEERING,45305 - TE PAVE MARK MAINTENANCE,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,0.0,39.612775337924425,0.0,0.0
1394,1394,45 -  TRAFFIC ENGINEERING,45504 - TE SIGNALS INSTALL OR REMOVE,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,0.0,39.612775337924425,0.0,0.0
1395,1395,63 -  ECONOMIC DEVELOPMENT,63333 - EDD RE CSM PLATS TITLES,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,0.0,39.909871152958864,0.0,0.0
1396,1396,14 -  COMMON COUNCIL,14100606 - COMMON COUNCIL DIST 6,Expense,51 - SALARIES,51110 - PERMANENT WAGES,0.0,41.276511902117264,0.0,31.857256084129453
1397,1397,31 -  POLICE,31105 - SWAT,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,0.0,41.86080033835165,0.0,0.0
1398,1398,45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,53 - SUPPLIES,53320 - ELECTRICAL SUPPLIES,0.0,42.99966762931698,0.0,0.0
1399,1399,40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Expense,53 - SUPPLIES,53215 - JANITORIAL SUPPLIES,0.0,43.772116748406496,56.39829827108024,0.0
1400,1400,50 -  LIBRARY,50223 - LIB COM ENGAGE ADULT,Expense,53 - SUPPLIES,53155 - PROGRAM SUPPLIES,0.0,44.069212563440935,0.0,0.0
1401,1401,51 -  PARKS,51160 - PARK COM REC REC SERVICES,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,0.0,44.772339325689096,55.17646443645917,43.26118925048746
1402,1402,11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,0.0,44.802048907192535,41.31931721682821,0.0
1403,1403,30 -  FIRE,30110702 - FIRE GEN FIELD OP STATION 2,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,0.0,47.53533040550932,0.0,0.0
1404,1404,51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,0.0,49.10003503135734,38.788375702256005,0.0
1405,1405,30 -  FIRE,30122 - FIRE COMMUNITY PARAMEDICINE,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,0.0,49.51596917240554,0.0,0.0
1406,1406,10 -  ASSESSOR,10130 - ASSESSOR COMMERCIAL,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,0.0,49.51596917240554,0.0,18.911995300759546
1407,1407,40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,54 - PURCHASED SERVICES,54680 - PARKING TOWING SERVICES,0.0,49.51596917240554,9.697093925564,23.639994125949435
1408,1408,65 -  PLANNING,65111 - PL PRESERVATION PLANNING,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,0.0,49.51596917240554,1282.9061321642664,0.0
1409,1409,45 -  TRAFFIC ENGINEERING,45101 - TE SIGNING ADMIN,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,0.0,49.52587236624002,96.99033344349114,141.89670074159892
1410,1410,30 -  FIRE,30115 - FIRE TACT EMER MED SER TEAM,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,0.0,49.872484150446866,3834.230938168007,834.7754725755265
1411,1411,45 -  TRAFFIC ENGINEERING,45102 - TE SIGNING PLAN AND REVIEW,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,0.0,50.12996719014337,25.9397262508837,5.597950609024826
1412,1412,30 -  FIRE,30110707 - FIRE GEN FIELD OP STATION 7,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,0.0,50.50628855585365,0.0,0.0
1413,1413,45 -  TRAFFIC ENGINEERING,45405 - TE COMM MAINTENANCE,Expense,53 - SUPPLIES,53330 - PLUMBING SUPPLIES,0.0,51.30844725644663,0.0,0.0
1414,1414,51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,0.0,54.4675660896461,101.81948621842206,0.0
1415,1415,65 -  PLANNING,65112 - PL MADISON ARTS PROGRAM,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,0.0,57.43852423999043,0.0,0.0
1416,1416,15 -  FINANCE,15300 - FIN RISK MGMT,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,0.0,57.46823382149388,89.74660428109483,0.0
1417,1417,10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,0.0,59.419163006886656,34.90953813203041,170.20795770683594
1418,1418,50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,0.0,59.45877578222458,0.0,0.0
1419,1419,30 -  FIRE,30111 - FIRE LAKE RESCUE,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,0.0,59.47858216989354,82.27014486448499,188.99702503814052
1420,1420,30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,0.0,60.052967412293434,69.59604310377284,107.52414928246841
1421,1421,45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,0.0,61.39980177378288,0.0,0.0
1422,1422,51 -  PARKS,51147 - PARK RANGERS,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,0.0,62.70702335993439,71.60334154636459,481.56559234089065
1423,1423,11 -  ATTORNEY,11100 - ATTY ORDINANCE ENFORCEMENT,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,0.0,63.30121499000325,0.0,103.07037438913952
1424,1424,45 -  TRAFFIC ENGINEERING,45501 - TE SIGNALS ADMIN,Expense,53 - SUPPLIES,53445 - TRAFFIC SIGNAL SUPPLIES,0.0,63.36063415301013,0.0,0.0
1425,1425,11 -  ATTORNEY,11200 - ATTY LEGISLATIVE SERVICES,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,0.0,63.935019395410045,213.4427343955893,0.0
1426,1426,45 -  TRAFFIC ENGINEERING,45881 - TE PED BIKE SAFETY EDUCATION,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,0.0,64.37075992412721,0.0,0.0
1427,1427,30 -  FIRE,30110722 - FIRE GEN FIELD OP TRAINING,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,0.0,64.59853338232028,0.0,75.61015721243666
1428,1428,45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,0.0,65.87604538696833,49.36790517504633,0.0
1429,1429,30 -  FIRE,30115 - FIRE TACT EMER MED SER TEAM,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,0.0,65.97507732531315,55.574045287407294,55.90385810904522
1430,1430,51 -  PARKS,51245 - PARK MTC CONSTRUCTION,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,0.0,66.35139869102342,0.0,11.81054106532434
1431,1431,63 -  ECONOMIC DEVELOPMENT,63332 - EDD RE ENCROACHMENT EASE PRMT,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,0.0,66.51975298620961,0.0,0.0
1432,1432,45 -  TRAFFIC ENGINEERING,45305 - TE PAVE MARK MAINTENANCE,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,0.0,68.33203745791964,0.0,135.78812625945358
1433,1433,14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,0.0,69.52042071805738,0.0,47.27998825189887
1434,1434,51 -  PARKS,51110 - PARK COM REC ADMIN,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,0.0,70.91677104871921,0.0,0.0
1435,1435,30 -  FIRE,30122 - FIRE COMMUNITY PARAMEDICINE,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,0.0,71.50105948495361,141.92666669455474,0.0
1436,1436,62 -  COMMUNITY DEVELOPMENT,62550 - CD DIVISION 26 PRGM ADMIN,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,0.0,72.2933149917121,0.0,0.0
1437,1437,30 -  FIRE,30130 - FIRE APPLICANT RECRUITMENT,Expense,53 - SUPPLIES,53130 - FURNITURE,0.0,73.15489285531196,0.0,0.0
1438,1438,14 -  COMMON COUNCIL,14100611 - COMMON COUNCIL DIST 11,Expense,54 - PURCHASED SERVICES,54130 - SYSTEMS COMMUNICATION INTERNET,0.0,74.25414737093936,0.0,0.0
1439,1439,51 -  PARKS,51246 - PARK MTC CONSERVATION,Expense,52 - BENEFITS,52711 - TUITION,0.0,74.27395375860831,0.0,0.0
1440,1440,51 -  PARKS,51310 - PARK PLANNING DEVELOP ADMIN,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,0.0,74.27395375860831,0.0,378.23990601519097
1441,1441,31 -  POLICE,31100 - POLICE FIELD,Expense,54 - PURCHASED SERVICES,54680 - PARKING TOWING SERVICES,0.0,74.27395375860831,0.0,3043.4128437747304
1442,1442,65 -  PLANNING,65222 - PL COMP NEIGH SPEC AREA PLAN,Expense,54 - PURCHASED SERVICES,54230 - FACILITY RENTAL,0.0,74.27395375860831,72.72820444173001,61.218128788558644
1443,1443,31 -  POLICE,31102655 - WEST PD FIELD,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,0.0,75.06620926536681,0.0,0.0
1444,1444,30 -  FIRE,30113 - FIRE HEAVY URBAN RESCUE TEAM,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,0.0,76.5913011158769,146.89157878444348,379.82851362045477
1445,1445,30 -  FIRE,30111 - FIRE LAKE RESCUE,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,0.0,76.5913011158769,152.47710488556837,413.2365533192465
1446,1446,30 -  FIRE,30110723 - FIRE GEN FIELD OP EMS TRAINING,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,0.0,77.24491190895263,75.63733261939922,0.0
1447,1447,30 -  FIRE,30250 - FIRE INSPECTION GENERAL,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,0.0,79.22555067584888,0.0,349.87191306405157
1448,1448,31 -  POLICE,31140 - WEST,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,0.0,79.22555067584888,135.75931495789604,0.0
1449,1449,62 -  COMMUNITY DEVELOPMENT,62448 - CHILD CARE SERVICES,Expense,52 - BENEFITS,52711 - TUITION,0.0,79.22555067584888,3684.8956917143214,0.0
1450,1450,45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,0.0,79.72071036757292,729.9875336225325,2429.1796043990107
1451,1451,30 -  FIRE,30112 - FIRE FITNESS WELLNESS,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,0.0,79.87916146892462,167.5948743155227,181.18637097892685
1452,1452,45 -  TRAFFIC ENGINEERING,45110 - TE SIGNING TRAFFIC CONTROL,Expense,51 - SALARIES,51120 - PREMIUM PAY,0.0,80.0970317332832,67.34631731304201,48.25395600988799
1453,1453,45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,0.0,80.22577325313145,0.0,0.0
1454,1454,51 -  PARKS,51147 - PARK RANGERS,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,0.0,80.45354671132452,0.0,0.0
1455,1455,31 -  POLICE,31145 - INVESTIGATIVE SUPPORT GENERAL,Expense,54 - PURCHASED SERVICES,54633 - DELIVERY FREIGHT CHARGES,0.0,80.83977127086929,0.0,12.13204498543725
1456,1456,30 -  FIRE,30252 - FIRE INSPECTION ELEVATOR,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,0.0,82.83031323159999,0.0,0.0
1457,1457,30 -  FIRE,30131 - FIRE APPLICANT TESTING,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,0.0,83.31556972948957,0.0,0.0
1458,1458,31 -  POLICE,31170 - ACADEMY,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,0.0,85.92010970795809,2.9867049290737127,5.560126618423307
1459,1459,30 -  FIRE,30111 - FIRE LAKE RESCUE,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,0.0,86.15778635998565,0.0,0.0
1460,1460,30 -  FIRE,30110724 - FIRE GEN FLD OP COM OUTR EDC C,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,0.0,87.14810574343376,93.09210168541443,52.953586842126725
1461,1461,30 -  FIRE,30122 - FIRE COMMUNITY PARAMEDICINE,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,0.0,87.14810574343376,93.09210168541443,130.4927675752409
1462,1462,30 -  FIRE,30280 - FIRE COMMUNITY OUTREACH & EDUC,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,0.0,87.77200695500606,0.0,0.0
1463,1463,15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,0.0,87.95026444402674,67.87965747894802,0.0
1464,1464,14 -  COMMON COUNCIL,14100613 - COMMON COUNCIL DIST 13,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,0.0,89.12874451033,1421.0800235096276,96.45117603387371
1465,1465,30 -  FIRE,30122 - FIRE COMMUNITY PARAMEDICINE,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,0.0,91.01035133888139,0.0,0.0
1466,1466,62 -  COMMUNITY DEVELOPMENT,62441 - YOUTH SERVICES,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,0.0,91.23812479707443,0.0,0.0
1467,1467,30 -  FIRE,30130 - FIRE APPLICANT RECRUITMENT,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,0.0,91.6936717134606,10.240131185395589,26.48624941871375
1468,1468,40 -  ENGINEERING,40411 - ENG FAC MAINT EMP LEAVE,Expense,51 - SALARIES,51130 - WORKERS COMPENSATION WAGES,0.0,92.94147413660521,0.0,0.0
1469,1469,44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,53 - SUPPLIES,53150 - POSTAGE,0.0,93.09002204412243,0.0,0.0
1470,1470,31 -  POLICE,31110 - CANINE,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,0.0,98.04161896136296,0.0,0.0
1471,1471,10 -  ASSESSOR,10110 - ASSESSOR RESIDENTIAL,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,0.0,99.03193834481108,0.0,33.99431155311529
1472,1472,51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,0.0,99.03193834481108,0.0,70.9199823778483
1473,1473,45 -  TRAFFIC ENGINEERING,45501 - TE SIGNALS ADMIN,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,0.0,99.33893735368,0.06787965747894803,-13.966508529610925
1474,1474,30 -  FIRE,30110720 - FIRE GEN FIELD OP ADMIN,Expense,51 - SALARIES,51120 - PREMIUM PAY,0.0,101.0125771117073,0.0,0.0
1475,1475,50 -  LIBRARY,50100757 - LIB PUBLIC SERVICE PINNEY,Expense,53 - SUPPLIES,53130 - FURNITURE,0.0,103.23089253063108,257.73905944756564,843.380430437372
1476,1476,30 -  FIRE,30113 - FIRE HEAVY URBAN RESCUE TEAM,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,0.0,103.90430971137579,92.51997314380613,190.06555277263342
1477,1477,62 -  COMMUNITY DEVELOPMENT,62473 - SENIOR CENTER OASIS GRANT,Expense,51 - SALARIES,51110 - PERMANENT WAGES,0.0,104.69656521813428,0.0,0.0
1478,1478,45 -  TRAFFIC ENGINEERING,45801 - TE PED BIKE ADMIN,Expense,51 - SALARIES,51120 - PREMIUM PAY,0.0,104.72627479963772,763.4231134778772,1356.5857909164336
1479,1479,40 -  ENGINEERING,40120 - ENG STREETS ADMIN,Expense,54 - PURCHASED SERVICES,54645 - CONSULTING SERVICES,0.0,106.95449341239599,0.0,0.0
1480,1480,50 -  LIBRARY,50100 - LIB PUBLIC SERVICE,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,0.0,107.19217006442352,72.06880205479166,134.65340654140795
1481,1481,45 -  TRAFFIC ENGINEERING,45600 - TE SERVICES,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,0.0,108.6083267827543,0.0,0.0
1482,1482,51 -  PARKS,51185 - PARK COM REC OLBRICH PK BEAUTI,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,0.0,108.69745552726464,109.69352648598,0.0
1483,1483,51 -  PARKS,51244 - PARK MTC MALL CONCOURSE,Expense,53 - SUPPLIES,53415 - TIRES,0.0,110.32157931611955,0.0,0.0
1484,1484,40 -  ENGINEERING,40211 - ENG MAP EMPLOYEE LEAVE,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,0.0,111.27228592422972,125.43190992717035,126.56852855033328
1485,1485,51 -  PARKS,51245 - PARK MTC CONSTRUCTION,Expense,57 - INTER DEPART CHARGES,57145 - ID CHARGE FROM TRAFFIC ENGINEE,0.0,111.41093063791249,0.0,0.0
1486,1486,60 -  BUILDING INSPECTION,60400 - BI CONSUMER PROTECTION,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,0.0,111.41093063791249,0.0,0.0
1487,1487,31 -  POLICE,31103 - COMMUNITY OUTREACH,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,0.0,112.02492865565031,239.24670133151506,0.0
1488,1488,16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,0.0,112.82708735624328,1119.7137384909495,39.26130224437682
1489,1489,14 -  COMMON COUNCIL,14100604 - COMMON COUNCIL DIST 4,Expense,51 - SALARIES,51110 - PERMANENT WAGES,0.0,113.55002050616041,0.0,31.857256084129453
1490,1490,15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,53 - SUPPLIES,53130 - FURNITURE,0.0,113.88672909653276,378.18666309699614,0.0
1491,1491,51 -  PARKS,51310 - PARK PLANNING DEVELOP ADMIN,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,0.0,115.32269220253252,251.7947408711949,1053.2279302946001
1492,1492,30 -  FIRE,30110720 - FIRE GEN FIELD OP ADMIN,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,0.0,115.51085288538765,0.2521244420646641,2.694959330358236
1493,1493,51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Expense,57 - INTER DEPART CHARGES,57145 - ID CHARGE FROM TRAFFIC ENGINEE,0.0,116.71904253319435,531.4007471209073,0.0
1494,1494,12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,0.0,118.91755156444916,4.848546962782001,0.0
1495,1495,51 -  PARKS,51241 - PARK MTC EAST PARKS,Expense,53 - SUPPLIES,53355 - LANDSCAPING SUPPLIES,0.0,121.37354363540048,1968.8397680829612,2780.0633092116536
1496,1496,45 -  TRAFFIC ENGINEERING,45600 - TE SERVICES,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,0.0,122.42328218185548,596.332488046484,290.24239188075677
1497,1497,30 -  FIRE,30110710 - FIRE GEN FIELD OP STATION 10,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,0.0,123.78992293101385,0.0,0.0
1498,1498,50 -  LIBRARY,50400760 - LIB FAC SUPPORT CENTER BADGER,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,0.0,124.23556665356553,0.0,193.81012784218385
1499,1499,30 -  FIRE,30110724 - FIRE GEN FLD OP COM OUTR EDC C,Expense,52 - BENEFITS,52420 - HEALTH INSURANCE RETIREE,0.0,124.52275927476545,131.890174481596,72.31947003010451
1500,1500,62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,0.0,126.52320442933063,0.0,0.0
1501,1501,51 -  PARKS,51246 - PARK MTC CONSERVATION,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,0.0,126.62223636767546,0.0,0.0
1502,1502,51 -  PARKS,51147 - PARK RANGERS,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,0.0,126.859913019703,349.1826551656342,0.0
1503,1503,51 -  PARKS,51310 - PARK PLANNING DEVELOP ADMIN,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,0.0,128.77122942975785,0.0,187.85284932244457
1504,1504,30 -  FIRE,30270 - FIRE INVESTIGATION,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,0.0,130.55380431996446,96.6024496864686,302.97016471816795
1505,1505,45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,0.0,131.39557579589535,0.0,311.72641854241965
1506,1506,45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,0.0,131.75209077393666,98.72611325616712,-354.60936788689185
1507,1507,30 -  FIRE,30110711 - FIRE GEN FIELD OP STATION 11,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,0.0,133.69311676549498,0.0,0.0
1508,1508,15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,0.0,133.69311676549498,24.24273481391,0.0
1509,1509,62 -  COMMUNITY DEVELOPMENT,62440 - COMMUNITY SUPPORT SVCS GENERAL,Expense,51 - SALARIES,51120 - PREMIUM PAY,0.0,134.60421059826723,0.0,0.0
1510,1510,65 -  PLANNING,65220 - PL PLAN COMMISSION DEV REVIEW,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,0.0,138.14955399101146,0.0,0.0
1511,1511,45 -  TRAFFIC ENGINEERING,45600 - TE SERVICES,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,0.0,139.67464584152154,438.1244006509072,26.580809395217546
1512,1512,12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,0.0,140.72438438797656,0.0,432.17691661295714
1513,1513,45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,0.0,140.81351313248692,754.753911508423,612.6446317704551
1514,1514,50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,0.0,141.0115770091765,0.0,0.0
1515,1515,40 -  ENGINEERING,40361 - ENG FAC MGMT GENERAL,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,0.0,143.24969881576925,118.77970349423346,72.75444592202197
1516,1516,30 -  FIRE,30114 - FIRE HAZARDOUS INCIDENT TEAM,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,0.0,143.46756908012782,0.12606222103233206,0.0
1517,1517,30 -  FIRE,30111 - FIRE LAKE RESCUE,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,0.0,143.46756908012782,156.54988433430526,155.45660137224345
1518,1518,31 -  POLICE,31100 - POLICE FIELD,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,0.0,143.5963105999761,146.36793571246304,231.67194243430447
1519,1519,30 -  FIRE,30110723 - FIRE GEN FIELD OP EMS TRAINING,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,0.0,144.6460491464311,19.782071608150567,102.2666145888573
1520,1520,40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,0.0,145.27985355183785,141.89757541277802,138.36961361800724
1521,1521,15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,0.0,146.03249628325844,0.0,12203.910567580137
1522,1522,50 -  LIBRARY,50224 - LIB COMM ENGAGE ALL AGES,Expense,53 - SUPPLIES,53225 - LIBRARY MATERIALS,0.0,146.8346549838514,0.0,1222.168784316285
1523,1523,45 -  TRAFFIC ENGINEERING,45202 - TE STLIGHT PLAN AND REVIEW,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,0.0,148.4488755788718,28.916734086031852,0.0
1524,1524,19 -  MAYOR,19100 - MAYOR,Expense,53 - SUPPLIES,53115 - ARTWORK,0.0,148.54790751721663,0.0,0.0
